amount,hour,merchant_type,location,new_device,failed_attempts,is_fraud
1696.42270446871,8,crypto,home_city,0,1,0
6312.707727530313,20,food,home_city,1,4,0
413.283968613972,1,food,home_city,0,2,0
441.2806601124425,19,grocery,home_city,1,2,0
18340.40570268398,14,unknown,home_city,0,1,0
14152.554192169177,6,grocery,nearby_city,0,4,0
6248.224202356238,11,travel,unknown,0,1,0
2739.627094258968,7,grocery,home_city,0,1,0
10281.550786112035,14,food,nearby_city,1,0,0
8224.538755883306,2,electronics,nearby_city,1,4,1
8106.465609222922,13,grocery,home_city,0,0,0
7872.812790877466,16,grocery,foreign,0,0,0
1312.8122556044705,3,electronics,unknown,0,5,1
13554.895412006976,17,grocery,home_city,0,0,0
2854.866317254947,7,electronics,nearby_city,1,3,0
1182.0205199272823,3,food,nearby_city,0,2,0
7644.640401675375,1,travel,home_city,1,2,0
23602.40963369624,5,food,home_city,1,3,1
9438.776023783228,21,grocery,foreign,0,1,0
8916.88131037538,9,electronics,nearby_city,1,4,0
28754.202166791074,3,grocery,home_city,1,4,1
18804.642660199468,21,unknown,home_city,0,4,1
10129.674895566888,17,unknown,foreign,0,0,0
18989.093794299737,11,electronics,home_city,0,4,0
16673.35484719461,1,grocery,nearby_city,0,4,0
7312.383320054999,9,unknown,home_city,0,4,0
309.1202399821189,3,unknown,home_city,0,2,0
12669.705950149544,13,unknown,home_city,0,3,0
1182.3758955939925,15,travel,home_city,1,5,0
12920.70880065115,14,electronics,home_city,0,1,0
19487.528317480646,7,grocery,home_city,0,3,0
1489.0330268311154,13,electronics,nearby_city,0,4,0
11138.285424623717,22,electronics,home_city,1,1,0
14981.10756021151,7,electronics,nearby_city,1,1,0
16224.145875320673,20,food,home_city,0,3,0
8335.166559883837,15,grocery,home_city,1,3,0
4162.914527448036,12,electronics,home_city,0,3,0
942.6113475704383,17,electronics,home_city,0,5,0
11636.550526234772,14,grocery,unknown,0,3,0
9112.930298325455,20,electronics,nearby_city,1,5,0
18980.01346347925,23,travel,home_city,1,0,0
1306.0376635267046,12,travel,nearby_city,0,2,0
13739.367334575514,8,electronics,home_city,0,5,0
596.8278201891376,14,food,home_city,0,2,0
3511.5401165398002,12,grocery,home_city,0,4,0
9126.2220984644,0,food,nearby_city,0,0,0
9151.961611777077,6,electronics,home_city,0,1,0
13745.440804379514,8,electronics,foreign,0,3,0
18213.239393868356,23,unknown,home_city,0,4,1
12816.739962406924,0,electronics,home_city,0,1,0
19075.348447245025,11,grocery,unknown,0,2,0
17644.151233572153,7,grocery,home_city,0,1,0
11731.545931062725,23,electronics,nearby_city,1,3,0
16692.459823284662,10,electronics,nearby_city,0,3,0
12887.294445440317,18,unknown,foreign,0,5,1
1663.3008353821701,16,food,home_city,0,5,0
14837.237992864248,7,food,home_city,0,2,0
1228.7572830824536,2,electronics,nearby_city,0,3,0
538.5098424604103,2,electronics,home_city,1,0,0
12364.658395434637,0,electronics,home_city,0,4,0
18344.012790042325,4,electronics,home_city,0,2,0
10081.356428367173,9,food,home_city,0,2,0
19526.120802262867,6,grocery,home_city,1,1,0
13700.730170409428,8,unknown,home_city,0,2,0
7571.278082391462,6,electronics,home_city,1,4,0
16021.461298329674,8,grocery,home_city,0,0,0
17703.207529131636,7,grocery,home_city,0,1,0
2591.8891343849455,11,grocery,nearby_city,0,4,0
4091.004259120803,1,electronics,nearby_city,0,5,0
4402.917481642816,0,grocery,home_city,0,2,0
13855.115006792154,15,grocery,home_city,0,3,0
12100.487145560339,22,food,home_city,0,5,0
12417.932137501904,22,food,home_city,0,3,0
18821.388663821068,23,grocery,nearby_city,0,4,0
40588.28437790685,4,electronics,nearby_city,0,0,0
26286.533139380896,2,food,foreign,1,3,1
17848.672754805597,11,crypto,home_city,0,4,1
6190.4241241034815,7,food,home_city,0,1,0
11082.355014781595,21,grocery,nearby_city,1,2,0
41155.1957203706,2,food,home_city,1,0,1
9551.52420874859,0,food,home_city,0,0,0
10319.345871207195,2,grocery,home_city,0,1,0
1106.7743960681996,4,unknown,home_city,1,0,1
3403.8342904929295,14,electronics,home_city,0,4,0
2377.1872203859352,13,crypto,home_city,0,0,0
8365.65817662683,2,food,nearby_city,0,0,0
12648.560737503536,0,food,unknown,0,0,0
138.9895479857179,4,food,home_city,1,4,1
7375.354449978939,22,electronics,home_city,0,5,0
7138.564062956605,13,food,home_city,0,2,0
6119.332680441738,6,unknown,foreign,0,3,1
19509.928215213775,8,food,home_city,0,5,0
3485.2968044547015,14,unknown,foreign,0,0,0
17974.93747266938,14,unknown,home_city,0,1,0
15558.38630958377,9,crypto,nearby_city,0,1,0
1621.9511144363303,12,food,home_city,0,4,0
19735.90911986689,18,food,home_city,0,2,0
5500.18267442631,6,grocery,home_city,0,0,0
2061.8002477460054,16,food,home_city,0,4,0
16603.353259102612,19,grocery,nearby_city,0,3,0
37680.37241446339,3,grocery,nearby_city,0,2,0
28096.8368827504,4,grocery,home_city,1,2,1
6302.627587449325,22,unknown,unknown,0,4,1
162.5040303576301,6,unknown,home_city,1,5,1
3567.443692743053,12,food,unknown,0,1,0
17520.571939924503,14,electronics,home_city,0,5,0
8890.75518359037,10,food,foreign,0,2,0
851.8451307902059,3,food,home_city,0,1,0
5710.18895380411,12,electronics,home_city,0,2,0
7339.8118587045765,6,electronics,home_city,0,2,0
3895.4471530588035,18,electronics,home_city,0,2,0
7006.54113313796,21,food,home_city,0,3,0
10990.026656370797,1,food,home_city,1,1,0
19836.280331487065,9,electronics,unknown,0,3,1
13317.614090128534,12,crypto,unknown,0,1,0
4064.9944927254496,20,grocery,unknown,0,3,0
9888.380546845148,5,electronics,unknown,1,3,1
15326.69054345365,11,electronics,nearby_city,0,3,0
18814.342225284865,11,grocery,unknown,1,4,1
414.88112273673426,19,electronics,foreign,0,3,0
10502.926817081208,10,grocery,home_city,0,5,0
9470.260388841218,22,food,nearby_city,0,5,0
13155.49493731651,6,electronics,foreign,0,2,0
11235.619203860304,0,food,nearby_city,0,0,0
13772.079096591364,0,food,home_city,0,3,0
13195.843436508889,19,grocery,home_city,0,0,0
2428.5333246731293,12,travel,nearby_city,0,0,0
16014.38648101252,8,grocery,unknown,0,2,0
13175.768180085644,2,travel,home_city,0,0,0
10325.6296180743,6,unknown,home_city,1,0,0
1790.7790802996244,5,electronics,home_city,0,5,0
10251.952771080832,7,unknown,home_city,0,0,0
14751.172221663279,8,travel,home_city,0,1,0
29541.676331789993,4,unknown,nearby_city,1,3,1
19407.68335385605,0,food,unknown,0,3,1
18653.222888754663,18,grocery,nearby_city,0,0,0
14857.892127090532,9,unknown,home_city,1,2,0
5660.376095103833,11,grocery,foreign,0,1,0
2719.906416985842,23,grocery,home_city,0,2,0
17108.59865685463,14,grocery,home_city,0,2,0
3389.5154941454293,21,electronics,home_city,0,0,0
17099.789701046982,23,food,nearby_city,0,4,0
9866.223633575974,8,food,nearby_city,1,0,0
8190.4799977812745,19,unknown,foreign,0,5,1
18073.49649880514,16,grocery,home_city,1,4,1
12116.63455255153,16,crypto,home_city,0,1,0
11574.618741881384,19,unknown,home_city,0,4,0
11219.442298025513,11,grocery,nearby_city,0,0,0
7486.273368788675,6,electronics,nearby_city,0,0,0
15734.297760229632,1,travel,home_city,0,2,0
1883.9004240784225,2,food,home_city,0,0,0
6815.858480930474,16,travel,unknown,0,5,0
38637.47833292988,4,food,foreign,0,0,1
19771.58079510939,16,electronics,home_city,0,3,0
602.2231823804577,23,grocery,nearby_city,0,3,0
5127.656009363604,16,food,nearby_city,1,2,0
10449.473816111893,16,grocery,home_city,0,4,0
10486.86476922342,1,food,home_city,0,4,0
11819.768191416726,1,travel,home_city,0,3,0
15058.355823256094,21,food,home_city,0,5,0
12507.208827333998,22,crypto,nearby_city,0,1,0
33211.82134217756,4,electronics,home_city,0,5,1
4717.909220053005,0,food,home_city,0,3,0
5380.865220879311,0,food,home_city,0,5,0
11131.315739372863,18,crypto,home_city,0,1,0
4070.155767099208,1,food,nearby_city,0,4,0
5949.587110236261,20,grocery,home_city,0,3,0
4817.985699495068,11,crypto,home_city,0,0,0
47837.12361516418,5,food,unknown,1,1,1
18497.997127764807,22,grocery,home_city,0,1,0
41004.131109671674,3,food,nearby_city,0,1,0
15473.07409298014,22,unknown,home_city,0,4,1
14079.51799761053,10,food,foreign,0,5,0
12343.547700320038,23,electronics,nearby_city,0,2,0
15232.443802481186,16,travel,home_city,0,0,0
1437.7582155105442,5,travel,nearby_city,1,3,1
7578.519815337117,23,food,home_city,0,5,0
37741.11706582627,4,grocery,unknown,0,1,1
15281.577377531847,19,grocery,home_city,0,4,0
1004.5047586723397,1,food,nearby_city,0,1,0
35157.2186458438,5,travel,home_city,0,5,1
9419.770700082889,21,grocery,nearby_city,1,3,0
15493.699563111255,10,electronics,unknown,0,0,0
2555.676222591369,15,grocery,foreign,1,1,0
12563.814797958283,15,food,home_city,0,4,0
5641.567505658291,0,grocery,home_city,0,4,0
17074.34170707877,8,grocery,home_city,1,2,0
1993.1567579902053,5,grocery,home_city,0,4,0
15099.30800151729,15,food,home_city,1,2,0
17051.031872437146,2,electronics,home_city,0,0,0
15490.28285086677,19,grocery,home_city,0,3,0
459.3642900436708,3,unknown,home_city,0,2,0
13942.930581845754,18,grocery,home_city,0,1,0
33652.370688771625,2,electronics,home_city,0,5,1
11412.451480308004,18,unknown,home_city,0,1,0
13065.162098244959,19,electronics,nearby_city,1,3,0
4294.550842158295,6,food,home_city,0,4,0
11173.478495926582,19,grocery,home_city,0,5,0
17144.218714975214,8,travel,home_city,0,1,0
16717.812314554896,0,electronics,home_city,0,5,0
18554.368093667315,7,travel,nearby_city,0,2,0
7381.12761018192,6,grocery,home_city,0,3,0
6429.186493763282,17,electronics,home_city,0,1,0
15013.577519018092,7,travel,foreign,0,4,1
8679.1368614304,0,crypto,unknown,0,5,1
1842.2184141528342,10,grocery,home_city,0,4,0
5727.742500342944,17,travel,home_city,0,5,0
8429.787482076634,22,electronics,home_city,0,1,0
5921.076866977415,9,food,home_city,0,3,0
21952.633979787508,2,grocery,home_city,0,0,0
12778.184546406406,6,food,nearby_city,1,1,0
11986.119165034039,15,electronics,home_city,0,4,0
13102.331619725745,15,electronics,foreign,0,0,0
3926.9669310691866,19,grocery,home_city,0,3,0
5983.525378088457,16,grocery,home_city,0,4,0
12430.356946203954,1,unknown,nearby_city,0,3,0
12032.588612352436,0,crypto,home_city,0,5,0
10175.97315614993,15,travel,home_city,0,1,0
7073.2236752029285,11,grocery,home_city,0,3,0
46343.102200536974,4,electronics,home_city,0,4,1
36480.78090007677,4,food,home_city,1,1,1
8769.331330084546,22,crypto,home_city,1,4,1
15910.168275284772,8,electronics,home_city,0,4,0
5634.770194183588,8,travel,home_city,0,0,0
695.0100834765765,2,crypto,unknown,0,2,1
1870.8953256412985,18,unknown,home_city,0,3,0
19834.75186011179,15,grocery,home_city,0,3,0
10865.957688660485,15,grocery,unknown,0,0,0
49363.52124661795,2,electronics,nearby_city,0,5,1
4049.972384646447,19,food,home_city,1,3,0
3381.207053646255,23,grocery,home_city,0,0,0
4875.788341012154,21,grocery,nearby_city,0,3,0
14231.639547234292,23,travel,home_city,0,3,0
5531.7048951566085,0,electronics,nearby_city,0,4,0
6894.362865125537,23,electronics,unknown,0,0,0
9030.698199492834,19,food,home_city,1,5,0
18273.33034038698,10,food,home_city,0,3,0
3868.929015908437,16,travel,nearby_city,0,5,0
200.02839693508196,7,grocery,home_city,0,2,0
10524.049235883147,3,food,home_city,0,0,0
19467.706011767885,5,food,home_city,0,0,0
2384.458852300474,7,grocery,nearby_city,1,0,0
18836.504914660378,19,travel,home_city,0,4,0
978.5432361338273,2,electronics,unknown,0,0,0
5064.218265435323,15,electronics,nearby_city,0,4,0
38119.06387583213,2,electronics,home_city,1,2,1
15173.542464469281,17,electronics,nearby_city,0,1,0
5971.9397503597565,13,electronics,home_city,0,4,0
6047.256991654713,17,travel,nearby_city,0,3,0
2230.4378532283026,1,grocery,home_city,0,0,0
8857.155125537034,21,crypto,home_city,0,1,0
38647.90007289173,2,food,nearby_city,0,4,1
17276.397200941206,15,grocery,home_city,0,5,0
16467.64352087552,8,grocery,nearby_city,0,5,0
15280.408224961797,3,food,nearby_city,0,3,1
13674.847915076536,0,food,home_city,0,1,0
360.4699703496373,3,grocery,home_city,0,2,0
12681.539202270433,0,grocery,foreign,0,4,0
11713.740236461184,13,travel,home_city,0,5,0
7863.392670297951,20,grocery,nearby_city,0,5,0
7167.11979030087,15,unknown,nearby_city,1,4,1
1000.4588614758684,19,food,foreign,0,5,0
4436.383294215068,23,electronics,nearby_city,0,2,0
402.0199575078553,7,electronics,home_city,0,5,0
11670.20040108221,6,grocery,foreign,0,4,0
12445.835906872171,2,travel,nearby_city,0,0,0
14023.829190268298,16,grocery,nearby_city,0,5,0
8276.05612762588,0,electronics,home_city,0,4,0
11255.538199120869,15,food,home_city,0,0,0
18858.91762163595,11,grocery,nearby_city,0,5,0
1746.407388511048,18,electronics,home_city,0,5,0
5153.361661281553,21,travel,home_city,0,4,0
15621.767705519831,22,electronics,home_city,0,3,0
2064.8704169650505,21,unknown,home_city,0,3,0
1605.655967691806,13,travel,home_city,1,1,0
23184.73874766962,5,electronics,home_city,0,3,1
1801.8261300788074,5,electronics,home_city,0,2,0
14024.133601379575,12,electronics,nearby_city,0,1,0
12377.186144951589,18,food,home_city,0,3,0
17282.96803379512,21,grocery,home_city,0,0,0
4538.9350247008615,7,crypto,home_city,0,4,0
17474.86597100813,1,food,home_city,0,3,0
15810.896738638641,20,electronics,nearby_city,1,0,0
14988.400445114943,0,food,nearby_city,0,1,0
11268.98799369099,14,electronics,home_city,0,4,0
5000.258803314941,0,travel,home_city,0,3,0
25789.012471659647,4,food,foreign,0,1,1
15662.81030834879,15,grocery,home_city,0,3,0
4877.4077357025735,18,grocery,home_city,0,1,0
14060.986430307326,3,unknown,home_city,0,3,1
514.693758118086,2,food,home_city,0,0,0
11531.291441856894,16,crypto,home_city,0,2,0
2843.9168601846072,16,grocery,home_city,0,0,0
13806.37456214617,11,grocery,home_city,0,4,0
17965.096973543532,13,grocery,home_city,0,3,0
14929.071957855325,20,food,home_city,0,2,0
1802.179944266053,5,electronics,home_city,0,2,0
14648.763804435803,2,grocery,home_city,0,4,0
3205.11264566554,8,food,home_city,0,4,0
780.8358476761802,4,food,home_city,0,2,0
11357.194625606015,23,grocery,nearby_city,0,4,0
3735.180446369396,16,electronics,nearby_city,1,4,0
2878.017460460022,13,food,home_city,0,3,0
11571.801507399303,20,grocery,home_city,0,0,0
39999.111698222645,2,grocery,nearby_city,0,5,1
4164.510502352133,0,electronics,home_city,0,1,0
433.45045939841,19,food,home_city,0,2,0
13616.06310890327,20,travel,nearby_city,1,1,0
1623.7083428274257,22,electronics,foreign,0,2,0
8473.147915141923,0,grocery,home_city,1,2,0
33270.65088876843,2,unknown,home_city,0,0,1
5070.466032685744,17,crypto,foreign,0,2,0
13117.787070293358,9,food,home_city,0,2,0
12422.856737866276,21,crypto,foreign,0,0,0
1863.3934874685945,2,food,home_city,0,4,0
4557.252662715115,7,food,home_city,0,5,0
4858.936654147012,13,electronics,home_city,0,1,0
10294.776903052903,23,electronics,unknown,0,2,0
15494.084824441334,17,grocery,foreign,0,0,0
976.4035498304414,14,travel,home_city,0,2,0
13897.369559320663,21,unknown,nearby_city,0,0,0
12999.89435790373,22,food,home_city,0,1,0
4706.453908668466,1,electronics,nearby_city,0,3,0
13658.924963502841,9,grocery,nearby_city,0,4,0
18809.645505916444,1,grocery,home_city,0,3,0
1031.0383149381937,16,grocery,home_city,0,0,0
6461.075900312045,7,food,unknown,0,2,0
8819.71666166047,0,unknown,foreign,1,4,1
17995.28114260132,8,grocery,home_city,0,1,0
19249.00278752222,10,grocery,home_city,0,5,0
8937.893405277013,21,food,unknown,0,4,0
15025.565401629605,15,grocery,home_city,0,2,0
10680.054372913211,6,unknown,home_city,0,3,0
10801.880401353392,9,electronics,home_city,1,0,0
5634.180349820494,22,grocery,foreign,1,3,1
17112.162326282938,2,grocery,home_city,0,4,1
680.1882018395711,17,grocery,home_city,0,5,0
18154.253992692476,23,food,home_city,0,2,0
3210.045820040547,12,grocery,foreign,1,0,0
4479.764669740593,6,electronics,nearby_city,0,2,0
29767.599410801147,3,electronics,nearby_city,0,2,0
6422.124481188527,12,grocery,home_city,0,5,0
19376.62465092971,19,grocery,foreign,1,4,1
5320.62503894082,0,food,nearby_city,1,3,0
6329.697886756623,7,food,nearby_city,0,2,0
16746.319963298865,13,unknown,unknown,0,2,1
1099.2671906400597,15,grocery,home_city,0,2,0
9345.80205929852,13,grocery,nearby_city,0,0,0
7654.373612588238,11,grocery,foreign,0,2,0
6400.0765221821575,18,electronics,nearby_city,0,2,0
5785.421921490814,22,food,home_city,0,4,0
1918.344686722143,14,travel,home_city,1,2,0
6365.034004097812,1,food,nearby_city,0,5,0
956.7428140418045,1,grocery,home_city,0,5,0
15641.180886524262,22,electronics,home_city,0,2,0
8024.733099764432,21,unknown,foreign,0,5,1
8933.68626316624,18,electronics,home_city,0,4,0
17882.532270357617,21,electronics,home_city,0,0,0
13195.294178838292,21,crypto,nearby_city,0,5,0
260.37615650818384,16,food,home_city,0,5,0
18869.178976929572,19,food,home_city,0,3,0
4819.174872956453,9,grocery,home_city,0,4,0
12519.795759914072,5,electronics,home_city,0,5,0
8732.034263758549,14,grocery,home_city,0,0,0
5065.111285686561,21,food,home_city,0,3,0
10994.682648260141,10,grocery,home_city,0,2,0
19524.15341850867,4,travel,home_city,0,4,1
17698.667494069494,0,travel,home_city,0,5,0
11232.167971974404,7,food,foreign,1,2,0
16586.913864515296,20,grocery,home_city,1,4,1
14285.635317633005,11,grocery,nearby_city,1,3,0
13964.232717591296,11,travel,home_city,0,5,0
21622.52392319234,4,food,nearby_city,0,0,0
17158.113975485816,6,food,nearby_city,0,4,0
42457.92645087884,3,electronics,home_city,0,0,0
24054.59458305325,5,food,home_city,0,2,0
15625.7664428116,12,food,home_city,0,2,0
19952.69416280257,19,electronics,nearby_city,0,3,0
3903.528560133047,14,food,home_city,1,3,0
27305.334425702044,2,travel,foreign,0,1,1
4042.1007827337626,22,grocery,home_city,1,1,0
1407.2731181442186,7,grocery,home_city,0,3,0
17753.6744127516,19,food,home_city,0,5,0
8454.98908395772,15,grocery,foreign,1,2,0
9988.220818150972,12,travel,home_city,0,0,0
18347.146759198225,17,food,nearby_city,0,3,0
15548.180502567362,9,unknown,home_city,0,5,1
2696.9751559319657,18,food,home_city,1,0,0
11351.857355394073,16,grocery,nearby_city,0,1,0
8900.820302739226,23,grocery,foreign,0,0,0
15964.50034431738,18,travel,home_city,0,3,0
14512.227697477789,22,grocery,home_city,0,2,0
747.0351874118041,4,food,nearby_city,0,3,0
1142.5867823377382,20,travel,home_city,1,4,0
3276.535538500128,22,electronics,nearby_city,0,5,0
6778.903132260443,8,electronics,home_city,1,5,0
1628.4680772786974,11,food,home_city,0,5,0
4776.386122940363,20,unknown,nearby_city,0,4,0
16620.00456165857,0,grocery,home_city,1,4,1
18970.20560202258,0,unknown,unknown,0,2,1
6161.586879906391,14,food,nearby_city,0,5,0
5363.864499377881,1,crypto,nearby_city,1,3,1
5669.8637797038955,21,grocery,home_city,0,4,0
5626.609838281792,15,grocery,foreign,0,3,0
815.0106255008625,7,travel,nearby_city,0,1,0
18545.635291989052,12,unknown,home_city,0,5,1
4352.5930172495355,20,electronics,home_city,1,4,0
8458.08107421996,0,food,home_city,0,4,0
292.768966545258,15,unknown,unknown,0,2,0
17173.306309209638,6,grocery,foreign,0,3,1
1898.8364668300362,4,food,foreign,0,2,0
6342.759589836098,21,unknown,nearby_city,0,2,0
5032.679838695631,22,electronics,home_city,0,3,0
37304.0849172383,2,electronics,home_city,0,1,0
224.52367342675757,11,travel,home_city,0,3,0
1331.5254634414573,15,electronics,home_city,0,1,0
10753.822029514859,18,grocery,home_city,0,2,0
31775.009150822934,4,crypto,foreign,0,1,1
10312.343366759898,21,food,unknown,0,5,0
3969.508124190603,13,travel,home_city,1,1,0
11914.237021633176,4,travel,nearby_city,0,1,0
4513.46136602714,14,grocery,home_city,0,4,0
6419.336139403084,16,grocery,home_city,0,4,0
5261.8291747896055,13,electronics,nearby_city,0,2,0
1843.0668183783334,19,electronics,home_city,0,3,0
11776.482284107497,4,food,foreign,0,1,0
12566.49469157085,11,food,nearby_city,0,5,0
5817.801658527149,15,electronics,nearby_city,0,4,0
5666.9447586045135,15,grocery,home_city,0,3,0
6706.766055331527,20,electronics,home_city,0,5,0
13289.64585677346,6,food,home_city,0,1,0
1542.2651718557129,3,electronics,nearby_city,0,3,0
9739.3845934569,0,grocery,foreign,1,5,1
37139.83339263129,4,food,home_city,0,0,0
4250.908518046909,22,grocery,nearby_city,0,5,0
5998.200936818141,9,electronics,home_city,0,5,0
18224.973152299284,21,food,home_city,0,1,0
30991.423295948487,4,grocery,nearby_city,0,3,1
25124.06236793946,3,food,nearby_city,1,1,1
16564.3954410403,1,electronics,home_city,0,1,0
11738.288770608753,19,grocery,home_city,0,0,0
6816.8960710879965,9,grocery,home_city,0,5,0
16076.739059011365,18,unknown,home_city,0,3,1
5005.746122195861,0,food,foreign,0,2,0
19523.050702144057,23,crypto,home_city,1,4,1
22482.339525339128,4,food,home_city,0,1,0
2530.01916689333,12,food,home_city,0,1,0
1331.3995656148345,3,electronics,unknown,0,1,0
15831.358154406302,15,electronics,nearby_city,0,1,0
2908.0411210248867,23,grocery,nearby_city,0,4,0
10957.084223662123,15,electronics,home_city,0,2,0
2201.271764935136,22,electronics,foreign,0,0,0
1001.3634079002412,1,grocery,home_city,0,2,0
13162.078601756868,16,grocery,nearby_city,0,4,0
10749.53144023897,19,grocery,unknown,0,3,0
1732.27133570827,23,electronics,home_city,0,0,0
795.2910034791701,11,food,home_city,0,0,0
19796.15262684576,17,unknown,home_city,0,3,1
9260.89595026102,2,grocery,home_city,0,5,0
2433.874941228856,0,grocery,home_city,1,1,0
3464.3293909503536,0,electronics,foreign,0,4,0
7100.919627566015,18,unknown,home_city,0,3,0
15257.349936651886,10,grocery,nearby_city,0,2,0
1312.013561650627,4,food,foreign,0,2,0
15383.308162732872,11,electronics,unknown,0,5,1
26243.182921931144,2,grocery,home_city,0,3,1
13340.767647536197,0,electronics,home_city,0,4,0
10064.14742414976,0,grocery,home_city,0,5,0
12932.7383340181,7,unknown,home_city,0,5,0
568.2966388405655,9,electronics,nearby_city,0,5,0
8649.494991547199,10,food,home_city,0,0,0
5650.867713862188,11,food,home_city,0,0,0
2670.571460337897,12,food,home_city,0,1,0
2080.975604894625,11,electronics,nearby_city,0,4,0
12103.524095731884,13,grocery,home_city,0,2,0
10519.650888336973,1,electronics,home_city,0,2,0
5146.323928227746,18,grocery,home_city,1,1,0
9471.906169573038,17,food,home_city,0,2,0
28673.75723766115,2,grocery,nearby_city,0,5,1
15640.2951920832,22,food,home_city,1,1,0
15850.124463701428,16,grocery,nearby_city,0,1,0
12089.149630998756,7,unknown,home_city,0,3,0
10281.60779212838,9,electronics,home_city,1,0,0
1314.0421458073583,1,electronics,home_city,0,4,0
5827.842847146957,18,unknown,home_city,0,4,0
1956.101790885581,8,electronics,nearby_city,0,0,0
19280.080901481626,6,crypto,home_city,0,5,1
388.3732787170939,3,grocery,nearby_city,0,4,0
18884.172841181513,20,electronics,home_city,0,2,0
15339.997880774707,17,food,unknown,0,2,0
207.5579810861304,12,unknown,nearby_city,0,4,0
126.79079203561763,10,grocery,nearby_city,1,3,0
7624.20531877027,23,unknown,home_city,0,4,0
14022.605540457487,3,food,unknown,1,1,1
18866.931758398732,20,travel,unknown,0,5,1
21600.42214590212,3,electronics,home_city,0,1,0
5096.494062936838,9,grocery,home_city,0,0,0
35317.8604506023,4,unknown,home_city,0,5,1
14057.527382637832,8,unknown,home_city,0,5,0
2357.472260367943,23,electronics,home_city,0,2,0
49870.187180752924,2,grocery,home_city,0,5,1
8286.35397111053,16,grocery,foreign,0,3,0
13308.22974103802,2,food,home_city,0,4,0
16154.47551940361,15,grocery,nearby_city,0,1,0
1017.1555988461755,3,electronics,home_city,1,2,0
13489.657956422041,17,electronics,nearby_city,0,2,0
14512.665097232752,16,food,home_city,0,3,0
9902.720203914101,6,grocery,nearby_city,1,3,0
12704.89363081833,23,electronics,home_city,0,3,0
16129.965680163534,22,food,home_city,0,3,0
24711.13537339497,4,food,foreign,0,1,1
3401.430384978646,11,electronics,home_city,0,3,0
591.2147287692337,16,electronics,home_city,0,2,0
7318.796647943126,22,food,home_city,0,2,0
10979.256933097164,12,travel,foreign,0,5,0
16812.42500884942,22,food,home_city,0,4,0
1620.3920605988003,2,unknown,nearby_city,0,2,0
3098.6809913165926,8,food,home_city,0,2,0
17046.726954153957,16,travel,home_city,1,1,0
19829.926000071562,16,grocery,foreign,0,5,1
14564.092737859926,19,electronics,home_city,0,2,0
15716.91666831726,15,electronics,nearby_city,1,0,0
19888.86382442158,21,grocery,home_city,0,2,0
12149.076885466313,12,food,home_city,0,4,0
6226.939002123363,18,grocery,home_city,0,4,0
16766.86359811351,16,food,home_city,0,5,0
33808.40265548851,3,electronics,nearby_city,0,5,1
15151.051964699443,11,electronics,nearby_city,0,3,0
1725.1787896159155,8,crypto,home_city,0,1,0
18493.31270881376,18,electronics,home_city,0,4,0
6583.886869332647,11,electronics,home_city,0,0,0
2642.71559052081,8,electronics,nearby_city,0,0,0
